recording,channel,epoch,second,augmentation,seizure,theta_beta_ratio,std,iqr,skewness,kurtosis,zero_crossings,hjorth_mobility,hjorth_complexity,approx_entropy,petrosian_fd,delta_absolute,delta_relative,theta_absolute,theta_relative,alpha_absolute,alpha_relative,beta_absolute,beta_relative,gamma_absolute,gamma_relative
4,BTEright SD,1,23,original,0,0.9784980284332138,5.98772701697211,8.89994734688728,-0.08028813832281106,-0.608621766906309,45,0.6211355091667702,2.0704465133558574,1.010891701087607,1.0294445183277396,5.290838306536937,0.16063339792807374,4.567491508011285,0.13867210419811613,7.764165418628375,0.23572526715265515,7.222902959894569,0.21929217604686704,2.3850499281836197,0.07241171474072308
2,BTEright SD,1,17,ft_surrogate,1,0.21221210362999873,30.235380911217582,38.457312606619126,0.18888895069103687,0.004345795411353048,87,1.0026961223765856,1.3576257593398373,1.001351803557398,1.0307159457969917,128.26009449031667,0.12583795181681398,35.153098561731774,0.03448924578296554,18.733685028124825,0.018379906574125596,185.2194022248365,0.1817216048789652,389.67658088367847,0.3823176881651468
1,CROSStop SD,62,49,original,0,0.2433989213909517,63.379332519740835,85.8599396909363,0.053200327077552095,-0.37182845112611895,39,0.5146992315645899,2.027321026235241,0.9544458443807602,1.0230060100433382,1179.2370670608864,0.27063359311767504,243.19104320933428,0.055812073480539355,1176.604782827861,0.27002948681878963,1163.8563896580288,0.26710374478913346,367.9787248001332,0.08445070738128203
1,BTEright SD,48,16,ft_surrogate,0,0.12530658717877693,22.300272982448313,33.103986542010766,0.1316578988224041,-0.6131866027194293,46,0.614440001680428,1.7050352504367963,0.9943704520711716,1.0222240363064041,32.20820064514858,0.060906546370213255,23.0987431765436,0.04368032501647097,259.45605351352856,0.4906381554330807,212.80608034112032,0.4024218410385521,77.47953779256595,0.14651582413115705
2,BTEright SD,3,26,ft_surrogate,1,0.05601081226806273,30.887204792128873,42.477471113257124,0.059907415101487185,0.12430303434382584,80,0.9646982504283111,1.351058902912998,0.9968343034369997,1.0291895939833593,9.145163839127928,0.010908190660491588,16.669937576091066,0.01988360849266472,80.5668622059516,0.09609873691928071,269.0860925763999,0.32096116084345205,290.96720893095545,0.34706057177348665
4,CROSStop SD,60,56,original,0,2.1787376469192763,7.4972095103491565,9.413327112625637,-0.4301000079531493,0.2903501460766833,33,0.45087293880987994,2.6496327051121784,1.0080384316804945,1.0271424494597257,25.563498991925137,0.48235269535217207,8.071135470345014,0.15229268692455525,2.6408313280303,0.049829333200757706,4.396691951290051,0.0829603261278063,6.623433399622612,0.12497627784845625
1,CROSStop SD,71,54,original,0,0.45741571071535686,59.263844322455746,71.95967016664054,-0.3105902515123647,2.8662357481764165,53,0.8096669114826317,1.6245616746488307,0.9470946304866827,1.0271424494597257,265.0274087656495,0.09485989766835472,497.8583470327551,0.17819587820301133,447.1063545775274,0.16003047850646493,573.7000636333801,0.20534151385343283,729.0838075491082,0.26095721834158775
3,BTEright SD,44,2,original,1,0.5393465950913454,11.067307519060684,15.417568564574111,-0.1497443295174477,0.08137690074275072,61,0.7941169121598707,1.6083897385921704,1.052043459851694,1.0284235343372452,16.418387600332238,0.20140717050089857,5.562776752341554,0.06823953442265052,4.462866216299613,0.0547467436406951,22.79808838494465,0.2796680518340416,17.65164230761841,0.2165357170517423
3,CROSStop SD,43,46,original,1,3.516747885755161,23.61861346877666,26.6297295084638,-1.1365391020211943,0.7165328170930154,27,0.2845096977648483,3.6158180405032847,0.7788810459626911,1.023526192076131,221.64605689843154,0.493750330897173,205.24243258763647,0.45720876077089084,62.31317236341248,0.13881207680489627,41.37192045607745,0.09216225048569458,10.92130178853575,0.024328862184038128
4,BTEright SD,6,32,original,0,8.851024886326684,5.4837953383080835,7.435627779116659,-0.3019486098294392,-0.12716028946093205,20,0.2565723136511108,4.270968937557282,0.7920158548983536,1.0261136580920704,14.251001003613986,0.40223751914107087,14.829407304085747,0.41856315937492705,5.731456076027191,0.16177156064353332,1.2950709929620094,0.036553652840842374,0.34802050290395053,0.00982295234298369
