recording,channel,epoch,second,augmentation,seizure,theta_beta_ratio,std,iqr,skewness,kurtosis,zero_crossings,hjorth_mobility,hjorth_complexity,approx_entropy,petrosian_fd,delta_absolute,delta_relative,theta_absolute,theta_relative,alpha_absolute,alpha_relative,beta_absolute,beta_relative,gamma_absolute,gamma_relative
3,BTEright SD,41,40,original,1,1.0850143772873608,9.845604281515111,13.620268605922242,-0.20151145281566266,0.027227856827610974,57,0.7433939256299117,1.6405800513905584,0.9721196346202441,1.0284235343372452,30.52042538570097,0.2936194759931467,12.615785503250551,0.12136922345917975,3.5543251314395525,0.03419411982021379,15.775114474220551,0.15176331217921393,34.7242817949937,0.3340623630252933
3,CROSStop SD,42,5,original,1,4.530238035089333,42.39595361617299,55.74146403869078,0.4476418851647058,-0.24447528402908025,38,0.5196694294178764,2.561040812640635,0.897279286375094,1.0271424494597257,277.52672909473256,0.1718249996284219,821.9303920676648,0.5088813959372092,107.42095408389758,0.0665074872454898,179.9221472174441,0.11139511851569964,77.06894646219546,0.047715662345119106
4,BTEright SD,8,55,original,0,0.8896252377710664,4.36859512378121,4.965096013891635,0.27799508317261945,0.34907081945452,34,0.33533660749262617,3.1606805018928124,0.8824619514663365,1.0253397542617495,17.460192931140785,0.6075766548180963,3.332819715203357,0.11597486131230016,1.7386957029087675,0.060502820506399,2.278262306997537,0.07927856219818313,0.5033082822765266,0.017514031127480467
1,BTEright SD,72,31,original,0,0.7710548100837468,4.930917963274041,7.338656343430793,-0.17312452046214807,-0.1514571726801197,56,0.6978921357351017,1.7493311534785558,1.0117428833382416,1.0289344555356745,6.327126711014217,0.22193219359650218,2.668224778085015,0.09359145233777459,1.6770788726194512,0.058825721379479314,4.554731901473117,0.15976314183470205,7.688763240856883,0.26969336478073974
1,BTEright SD,52,19,original,0,0.10733062349773025,19.588741556434233,26.384723821078794,0.19503462745685726,0.032154518509284635,56,0.7420989490090695,1.6122191511450055,1.0598720531118095,1.0296992290648215,31.85067640726613,0.07014562869316392,16.844853458824886,0.03709788831498506,132.43062464640207,0.29165564037852193,168.29017508778244,0.3706301236265766,88.16212708856715,0.19416189949872947
1,BTEright SD,9,45,original,0,0.604927314557561,7.865162643413774,11.272504403983687,-0.11871586295731551,-0.4531607586582056,57,0.6691467228527035,1.7401352693758596,1.1007684778600675,1.0258559110434244,6.893557800557463,0.10337541918673045,14.207009497634228,0.21304754448987617,17.34538298562374,0.260110423234318,21.953567843699524,0.329214513629412,9.714168518007709,0.1456731446450452
1,BTEright SD,1,36,original,0,0.6109709134476405,6.961340590824291,8.895417289412446,0.194472027994963,0.16852992921776666,70,0.8037915260008301,1.6594012226384738,1.0427748427710615,1.0279117507277797,16.091892918251038,0.30634259573648204,10.870117558149738,0.20693525899290052,4.396065017611338,0.08368822582668345,10.697759978684983,0.20365407457560894,10.426975908373006,0.19849913752719134
4,CROSStop SD,30,34,original,0,10.240772353589584,10.77617897237892,14.709549527024373,-0.0737152188763476,-0.41470186790649066,25,0.2966132625077433,3.790139564194899,0.839751661803056,1.0268855801087005,24.462116013130327,0.24095817131301933,45.259375654512624,0.44581655923087893,41.49494867614247,0.4087359796006218,2.6254715752528774,0.02586157425088143,1.6914859816102186,0.01666157452248341
4,BTEright SD,4,17,original,0,3.7291843197501633,4.811337119974468,7.630329747334817,-0.07795982007454863,-0.9785192342397679,19,0.3204047068180066,3.643107269857098,0.9287101290503821,1.0296992290648215,6.625796406878017,0.32597443455331787,8.052882351382182,0.3961838864066575,2.9759596172569456,0.14641058884360325,1.3583280299879328,0.06682671551054652,0.5751414117777803,0.028295677225735574
1,BTEright SD,27,29,original,0,0.24710533822338068,25.28375545284455,29.10818330038783,0.49309186050831316,1.3481309987719223,65,0.7290294464204655,1.6559588509391616,1.009757103463059,1.0250813434819968,9.079660467227926,0.01803075616709936,35.6513886195422,0.0707979662386785,92.79512222739626,0.18427629848246865,119.56385255527951,0.2374347234243497,161.79436631131983,0.3212977818608259
1,CROSStop SD,54,3,original,0,0.9848935552391879,69.02107053738817,82.0141189946391,-0.5725491715752737,0.9481498241959039,61,0.5918918221278224,2.007058531314607,1.0335915785387377,1.0289344555356745,1153.2217545802955,0.15787409823872817,2167.673516600813,0.29675082034319905,1141.8444917698996,0.15631657029626408,2297.705572874048,0.3145519878504282,696.7727338957854,0.09538700306704219
1,CROSStop SD,54,4,original,0,1.113601151457821,60.86451340975401,74.36003026943155,0.22018457844854283,0.8831247833897073,53,0.606772530750725,1.9845523944730672,0.9899856259868636,1.0294445183277396,1390.8959130431383,0.2732791672441514,1302.6278301387827,0.2559365120791334,770.2581385095261,0.1513380697153469,819.623337248421,0.16103719980531275,745.3562649224292,0.14644542231241364
2,CROSStop SD,3,27,original,1,0.7693013756303888,209.64903659978484,146.40528568276596,-0.05102302892769048,4.1704960254336925,74,0.9739729817561195,1.3427083520828629,0.8401486009053327,1.0268855801087005,962.1959633656227,0.01313779974834448,11700.133083395987,0.15975332606984477,6507.63338642805,0.0888550643753274,14887.724835648962,0.2032766245610285,19646.91808588907,0.2682585308107935
3,BTEright SD,27,31,original,0,2.440455278289596,3.9751418340516933,5.213631930427377,-0.20462964812778733,0.06612026135438853,48,0.6939359312114559,1.870217225489336,1.0618787528688176,1.0312230352829772,1.5608554350147776,0.0729145626750179,11.508170628120865,0.5375983000827841,1.4642364762823248,0.06840105747520694,2.021576420741897,0.0944369076891018,2.3655747079963607,0.11050661159212659
4,BTEright SD,41,33,original,0,1.199395341725622,4.613066479620936,6.101794056949553,0.04783592759185665,0.4734239283838826,46,0.5627734268578036,2.1226821375385017,1.023317199857121,1.0291895939833593,7.893673812683453,0.31782264316498665,4.597405388463207,0.1851051318987309,0.9726531783557643,0.039161892341072695,2.5932521977397514,0.10441199971485442,3.9899781317669083,0.16064831485322828
1,CROSStop SD,40,11,original,1,0.531726752134309,69.1170187797916,90.47649456560433,0.020148428748096966,0.19426581609186222,51,0.5932600045405401,2.100108989902893,1.0631963981897603,1.0294445183277396,1075.9591334628221,0.18613454648106484,1335.6637226678254,0.23106189960009,1654.8544229175707,0.2862799970019396,1922.1417854119863,0.33251912491184465,316.2090567209073,0.05470229076129229
4,CROSStop SD,6,15,original,0,7.920449718052936,15.898816779163363,25.542165582617983,-0.05801791265364241,-0.7992411148587322,9,0.15166846728826647,6.837016559642634,0.5155783979269137,1.0237859445822248,197.29425475738415,0.5428840092097418,42.873337341907835,0.1179722607381477,18.85593786120966,0.051884871944656255,5.063917202652468,0.013934109113632265,1.4587166773518252,0.004013872370869092
4,CROSStop SD,9,19,original,0,0.09107935617970847,26.83748784221556,37.579901510270204,0.14140629059678095,-0.016540265336308924,58,0.7425396531743207,1.532083933113375,0.9604762355034087,1.0261136580920704,48.8739688499637,0.060103094931589364,33.16196008287542,0.0407811455029832,107.58543845213964,0.13230392318651274,376.21752034721567,0.462656049271772,177.64446584893423,0.2184594876623757
1,BTEright SD,28,8,original,0,0.11536373940921858,21.469278860237193,22.65565039622785,0.05317680923096096,1.123984460205608,59,0.6214656012008829,1.7880641795902859,1.045730329462522,1.0258559110434244,19.41831728857484,0.07364216121445777,13.065425136496948,0.049549408938922165,33.14988452885099,0.12571785208961697,110.28961715434468,0.4182631093137921,63.19910341678426,0.23967671828940398
3,BTEright SD,39,32,original,0,0.6474809336347158,3.862099900795513,5.211037981515686,-0.06450723030957997,-0.37047305680670384,51,0.6301383014698231,1.9293809426794148,0.9931275440543077,1.0276555342593598,3.0448708542734457,0.19696318216226302,2.6024917765797535,0.16834706179634762,1.441120528358821,0.09322158433962408,5.117143401300728,0.33101201861689983,1.7610242402865075,0.11391515595641831
1,CROSStop SD,52,28,original,0,1.2213628706788664,71.0645556741646,81.20306832091678,-0.2586792155857161,0.3992800164180137,46,0.4949597546300695,2.5324233164425793,0.9695882971231118,1.028679102486857,3358.806449411577,0.4855114703571298,2061.67084562075,0.298012064322764,382.44051151338056,0.055281320274207235,1104.324824045059,0.159628837549697,366.1540364912643,0.05292712971454948
1,BTEright SD,60,44,original,0,0.053608486813496614,33.69883620933479,45.805939141997996,0.2196544790500106,-0.23716724087616647,58,0.6539076609541266,1.8079010795652732,1.0363904673768025,1.0258559110434244,10.951292350461198,0.011106975636868186,16.51184497540133,0.016746576932886233,466.0902923672618,0.4727162198063255,271.2600813419563,0.2751163075829227,152.59406628400203,0.15476333955012014
